Temporada,Ronda,Wk,Dia,Fecha,Hora,Local,Resultado,Visitante,Público,Evento,Árbitro,Reporte,Notas
Temporada,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2017-2018,Group stage,4,Wed,2017-11-01,20:45,Napoliit,2–4,engManchester City,"44,483",Stadio San Paolo,Felix Brych,Match Report,
2017-2018,Group stage,4,Wed,2017-11-01,21:45,Shakhtarua,3–1,nlFeyenoord,"24,570",Oblasny SportKomplex Metalist,Tasos Sidiropoulos,Match Report,
2017-2018,,,,,,,,,,,,,
2017-2018,Group stage,5,Tue,2017-11-21,19:45,Manchester Cityeng,1–0,nlFeyenoord,"43,548",Etihad Stadium,Ivan Kružliak,Match Report,
2017-2018,Group stage,5,Tue,2017-11-21,20:00,Beşiktaştr,1–1,ptPorto,"36,919",Vodafone Arena,Antonio Matéu Lahoz,Match Report,
2017-2018,Group stage,5,Tue,2017-11-21,20:00,Spartak Moscowru,1–1,siNK Maribor,"42,920",Otkrytie Arena,William Collum,Match Report,
2017-2018,Group stage,5,Tue,2017-11-21,20:45,Sevillaes,3–3,engLiverpool,"39,495",Estadio Ramón Sánchez Pizjuán,Felix Brych,Match Report,
2017-2018,Group stage,5,Tue,2017-11-21,20:45,Napoliit,3–0,uaShakhtar,"10,573",Stadio San Paolo,Damir Skomina,Match Report,
2017-2018,Group stage,5,Tue,2017-11-21,20:45,Dortmundde,1–2,engTottenham,"65,849",Signal Iduna Park,Clément Turpin,Match Report,
2017-2018,Group stage,5,Tue,2017-11-21,20:45,Monacofr,1–4,deRB Leipzig,"9,029",Stade Louis II.,Alberto Undiano,Match Report,
2017-2018,Group stage,5,Tue,2017-11-21,21:45,APOEL FCcy,0–6,esReal Madrid,"19,705",Neo GSP,Artur Soares Dias,Match Report,
2017-2018,Group stage,5,Wed,2017-11-22,19:45,Sporting CPpt,3–1,grOlympiacos,"42,528",Estádio José Alvalade,Felix Zwayer,Match Report,
2017-2018,Group stage,5,Wed,2017-11-22,20:00,CSKA Moscowru,2–0,ptBenfica,"27,709",VEB Arena,Deniz Aytekin,Match Report,
2017-2018,Group stage,5,Wed,2017-11-22,20:45,Juventusit,0–0,esBarcelona,"40,876",Allianz Stadium,Milorad Mažić,Match Report,
2017-2018,Group stage,5,Wed,2017-11-22,20:45,Baselch,1–0,engManchester Utd,"36,000",St. Jakob-Park,Daniele Orsato,Match Report,
2017-2018,Group stage,5,Wed,2017-11-22,20:45,Anderlechtbe,1–2,deBayern Munich,"19,753",Stade Constant Vanden Stock,Anthony Taylor,Match Report,
2017-2018,Group stage,5,Wed,2017-11-22,20:45,Paris S-Gfr,7–1,sctCeltic,"46,288",Parc des Princes,Tasos Sidiropoulos,Match Report,
2017-2018,Group stage,5,Wed,2017-11-22,20:45,Atlético Madrides,2–0,itRoma,"56,253",Estadio Wanda Metropolitano,Björn Kuipers,Match Report,
2017-2018,Group stage,5,Wed,2017-11-22,21:00,Qarabağaz,0–4,engChelsea,"67,100",Bakı Olimpiya Stadionu,Jorge de Sousa,Match Report,
2017-2018,,,,,,,,,,,,,
2017-2018,Group stage,6,Tue,2017-12-05,19:45,Chelseaeng,1–1,esAtlético Madrid,"40,875",Stamford Bridge,Danny Makkelie,Match Report,
2017-2018,Group stage,6,Tue,2017-12-05,19:45,Celticsct,0–1,beAnderlecht,"57,931",Celtic Park,Matej Jug,Match Report,
2017-2018,Group stage,6,Tue,2017-12-05,19:45,Manchester Utdeng,2–1,ruCSKA Moscow,"74,669",Old Trafford,Gianluca Rocchi,Match Report,
2017-2018,Group stage,6,Tue,2017-12-05,19:45,Benficapt,0–2,chBasel,"22,470",Estádio do Sport Lisboa e Benfica,Jesús Gil,Match Report,
2017-2018,Group stage,6,Tue,2017-12-05,20:45,Barcelonaes,2–0,ptSporting CP,"48,336",Camp Nou,Craig Thomson,Match Report,
2017-2018,Group stage,6,Tue,2017-12-05,20:45,Romait,1–0,azQarabağ,"34,258",Stadio Olimpico,Tobias Stieler,Match Report,
2017-2018,Group stage,6,Tue,2017-12-05,20:45,Bayern Munichde,3–1,frParis S-G,"70,000",Allianz Arena,Cüneyt Çakιr,Match Report,
2017-2018,Group stage,6,Tue,2017-12-05,21:45,Olympiacosgr,0–2,itJuventus,"29,567",Stadio Georgios Karaiskáki,David Fernández,Match Report,
2017-2018,Group stage,6,Wed,2017-12-06,19:45,Tottenhameng,3–0,cyAPOEL FC,"42,679",Wembley Stadium,Slavko Vinčić,Match Report,
2017-2018,Group stage,6,Wed,2017-12-06,19:45,Portopt,5–2,frMonaco,"42,509",Estádio Do Dragão,Jonas Eriksson,Match Report,
2017-2018,Group stage,6,Wed,2017-12-06,19:45,Liverpooleng,7–0,ruSpartak Moscow,"48,779",Anfield,Szymon Marciniak,Match Report,
2017-2018,Group stage,6,Wed,2017-12-06,20:45,RB Leipzigde,1–2,trBeşiktaş,"42,558",Red Bull Arena,Viktor Kassai,Match Report,
2017-2018,Group stage,6,Wed,2017-12-06,20:45,Feyenoordnl,2–1,itNapoli,"36,500",Stadion Feijenoord,Michael Oliver,Match Report,
2017-2018,Group stage,6,Wed,2017-12-06,20:45,NK Mariborsi,1–1,esSevilla,"11,976",Ljudski vrt,Ovidiu Hațegan,Match Report,
2017-2018,Group stage,6,Wed,2017-12-06,20:45,Real Madrides,3–2,deDortmund,"73,323",Estadio Santiago Bernabéu,Pavel Královec,Match Report,
2017-2018,Group stage,6,Wed,2017-12-06,21:45,Shakhtarua,2–1,engManchester City,"33,154",Oblasny SportKomplex Metalist,Benoît Bastien,Match Report,
2017-2018,,,,,,,,,,,,,
2017-2018,Round of 16,,Tue,2018-02-13,20:45,Baselch,0–4,engManchester City,"36,000",St. Jakob-Park,Jonas Eriksson,Match Report,Leg 1 of 2
2017-2018,Round of 16,,Tue,2018-02-13,20:45,Juventusit,2–2,engTottenham,"41,232",Allianz Stadium,Felix Brych,Match Report,Leg 1 of 2
2017-2018,Round of 16,,Wed,2018-02-14,19:45,Portopt,0–5,engLiverpool,"47,718",Estádio Do Dragão,Daniele Orsato,Match Report,Leg 1 of 2
2017-2018,Round of 16,,Wed,2018-02-14,20:45,Real Madrides,3–1,frParis S-G,"78,158",Estadio Ramón Sánchez Pizjuán,Gianluca Rocchi,Match Report,Leg 1 of 2
2017-2018,Round of 16,,Tue,2018-02-20,19:45,Chelseaeng,1–1,esBarcelona,"37,741",Stamford Bridge,Cüneyt Çakιr,Match Report,Leg 1 of 2
2017-2018,Round of 16,,Tue,2018-02-20,20:45,Bayern Munichde,5–0,trBeşiktaş,"70,000",Allianz Arena,Ovidiu Hațegan,Match Report,Leg 1 of 2
2017-2018,Round of 16,,Wed,2018-02-21,20:45,Sevillaes,0–0,engManchester Utd,"39,725",Estadio Ramón Sánchez Pizjuán,Clément Turpin,Match Report,Leg 1 of 2
2017-2018,Round of 16,,Wed,2018-02-21,21:45,Shakhtarua,2–1,itRoma,"35,124",Oblasny SportKomplex Metalist,William Collum,Match Report,Leg 1 of 2
2017-2018,Round of 16,,Tue,2018-03-06,19:45,Liverpooleng,0–0,ptPorto,"48,768",Anfield,Felix Zwayer,Match Report,Leg 2 of 2; Liverpool won
2017-2018,Round of 16,,Tue,2018-03-06,20:45,Paris S-Gfr,1–2,esReal Madrid,"46,585",Parc des Princes,Felix Brych,Match Report,Leg 2 of 2; Real Madrid won
2017-2018,Round of 16,,Wed,2018-03-07,19:45,Tottenhameng,1–2,itJuventus,"84,010",Wembley Stadium,Szymon Marciniak,Match Report,Leg 2 of 2; Juventus won
2017-2018,Round of 16,,Wed,2018-03-07,19:45,Manchester Cityeng,1–2,chBasel,"49,411",Etihad Stadium,Pavel Královec,Match Report,Leg 2 of 2; Manchester City won
2017-2018,Round of 16,,Tue,2018-03-13,19:45,Manchester Utdeng,1–2,esSevilla,"74,909",Old Trafford,Danny Makkelie,Match Report,Leg 2 of 2; Sevilla won
2017-2018,Round of 16,,Tue,2018-03-13,20:45,Romait,1–0,uaShakhtar,"47,693",Stadio Olimpico,Alberto Undiano,Match Report,Leg 2 of 2; Roma won
2017-2018,Round of 16,,Wed,2018-03-14,20:00,Beşiktaştr,1–3,deBayern Munich,"36,885",Vodafone Arena,Michael Oliver,Match Report,Leg 2 of 2; Bayern Munich won
2017-2018,Round of 16,,Wed,2018-03-14,20:45,Barcelonaes,3–0,engChelsea,"97,183",Camp Nou,Damir Skomina,Match Report,Leg 2 of 2; Barcelona won
2017-2018,Quarter-finals,,Tue,2018-04-03,20:45,Sevillaes,1–2,deBayern Munich,"40,635",Estadio Ramón Sánchez Pizjuán,Daniele Orsato,Match Report,Leg 1 of 2
2017-2018,Quarter-finals,,Tue,2018-04-03,20:45,Juventusit,0–3,esReal Madrid,"40,849",Allianz Stadium,Cüneyt Çakιr,Match Report,Leg 1 of 2
2017-2018,Quarter-finals,,Wed,2018-04-04,19:45,Liverpooleng,3–0,engManchester City,"50,685",Anfield,Felix Brych,Match Report,Leg 1 of 2
2017-2018,Quarter-finals,,Wed,2018-04-04,20:45,Barcelonaes,4–1,itRoma,"90,106",Camp Nou,Danny Makkelie,Match Report,Leg 1 of 2
2017-2018,Quarter-finals,,Tue,2018-04-10,19:45,Manchester Cityeng,1–2,engLiverpool,"53,461",Etihad Stadium,Antonio Matéu Lahoz,Match Report,Leg 2 of 2; Liverpool won
2017-2018,Quarter-finals,,Tue,2018-04-10,20:45,Romait,3–0,esBarcelona,"56,580",Stadio Olimpico,Clément Turpin,Match Report,Leg 2 of 2; Roma won
2017-2018,Quarter-finals,,Wed,2018-04-11,20:45,Bayern Munichde,0–0,esSevilla,"70,000",Allianz Arena,William Collum,Match Report,Leg 2 of 2; Bayern Munich won
2017-2018,Quarter-finals,,Wed,2018-04-11,20:45,Real Madrides,1–3,itJuventus,"75,796",Estadio Santiago Bernabéu,Michael Oliver,Match Report,Leg 2 of 2; Real Madrid won
2017-2018,Semi-finals,,Tue,2018-04-24,19:45,Liverpooleng,5–2,itRoma,"51,236",Anfield,Felix Brych,Match Report,Leg 1 of 2
2017-2018,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2017-2018,Semi-finals,,Wed,2018-04-25,20:45,Bayern Munichde,1–2,esReal Madrid,"70,000",Allianz Arena,Björn Kuipers,Match Report,Leg 1 of 2
2017-2018,Semi-finals,,Tue,2018-05-01,20:45,Real Madrides,2–2,deBayern Munich,"77,459",Estadio Santiago Bernabéu,Cüneyt Çakιr,Match Report,Leg 2 of 2; Real Madrid won
2017-2018,Semi-finals,,Wed,2018-05-02,20:45,Romait,4–2,engLiverpool,"61,889",Stadio Olimpico,Damir Skomina,Match Report,Leg 2 of 2; Liverpool won
2017-2018,Final,,Sat,2018-05-26,21:45,Real Madrides,3–1,engLiverpool,"61,561",NSK Olimpijs'kyj (Neutral Site),Milorad Mažić,Match Report,
Temporada,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2016-2017,Group stage,1,Tue,2016-09-13,19:45,Benficapt,1–1,trBeşiktaş,"42,126",Estádio do Sport Lisboa e Benfica,Milorad Mažić,Match Report,
2016-2017,Group stage,1,Tue,2016-09-13,20:45,Bayern Munichde,5–0,ruRostov,"70,000",Allianz Arena,Anthony Taylor,Match Report,
2016-2017,Group stage,1,Tue,2016-09-13,20:45,Paris S-Gfr,1–1,engArsenal,"46,440",Parc des Princes,Viktor Kassai,Match Report,
2016-2017,Group stage,1,Tue,2016-09-13,20:45,Barcelonaes,7–0,sctCeltic,"73,290",Camp Nou,Ovidiu Hațegan,Match Report,
2016-2017,Group stage,1,Tue,2016-09-13,20:45,PSV Eindhovennl,0–1,esAtlético Madrid,"33,989",Philips Stadion,Martin Atkinson,Match Report,
2016-2017,Group stage,1,Tue,2016-09-13,20:45,Baselch,1–1,bgLudogorets,"30,852",St. Jakob-Park,Aliaksei Kulbakov,Match Report,
2016-2017,Group stage,1,Tue,2016-09-13,21:45,Dynamo Kyivua,1–2,itNapoli,"35,137",NSK Olimpijs'kyj,William Collum,Match Report,
2016-2017,Group stage,1,Wed,2016-09-14,19:45,Portopt,1–1,dkFC Copenhagen,"34,325",Estádio Do Dragão,Matej Jug,Match Report,
2016-2017,Group stage,1,Wed,2016-09-14,19:45,Tottenhameng,1–2,frMonaco,"85,011",Wembley Stadium,Gianluca Rocchi,Match Report,
2016-2017,Group stage,1,Wed,2016-09-14,19:45,Manchester Cityeng,4–0,deM'Gladbach,"30,270",Etihad Stadium,Björn Kuipers,Match Report,
2016-2017,Group stage,1,Wed,2016-09-14,20:45,Club Bruggebe,0–3,engLeicester City,"20,970",Jan Breydelstadion,Tasos Sidiropoulos,Match Report,
2016-2017,Group stage,1,Wed,2016-09-14,20:45,Real Madrides,2–1,ptSporting CP,"72,179",Estadio Santiago Bernabéu,Paolo Tagliavento,Match Report,
2016-2017,Group stage,1,Wed,2016-09-14,20:45,Legia Warsawpl,0–6,deDortmund,"27,304",Stadion Miejski Legii Warszawa im. Marsz...,Sergey Karasev,Match Report,
2016-2017,Group stage,1,Wed,2016-09-14,20:45,Leverkusende,2–2,ruCSKA Moscow,"23,459",BayArena,Daniele Orsato,Match Report,
2016-2017,Group stage,1,Wed,2016-09-14,20:45,Lyonfr,3–0,hrDinamo Zagreb,"43,754",Groupama Stadium,Martin Strömbergsson,Match Report,
2016-2017,Group stage,1,Wed,2016-09-14,20:45,Juventusit,0–0,esSevilla,"33,261",Allianz Stadium,Deniz Aytekin,Match Report,
2016-2017,,,,,,,,,,,,,
2016-2017,Group stage,2,Tue,2016-09-27,19:45,Sporting CPpt,2–0,plLegia Warsaw,"40,094",Estádio José Alvalade,Michael Oliver,Match Report,
2016-2017,Group stage,2,Tue,2016-09-27,19:45,Leicester Cityeng,1–0,ptPorto,"31,805",King Power Stadium,Cüneyt Çakιr,Match Report,
2016-2017,Group stage,2,Tue,2016-09-27,20:45,Sevillaes,1–0,frLyon,"36,741",Estadio Ramón Sánchez Pizjuán,Bas Nijhuis,Match Report,
2016-2017,Group stage,2,Tue,2016-09-27,20:45,Monacofr,1–1,deLeverkusen,"8,100",Stade Louis II.,David Fernández,Match Report,
2016-2017,Group stage,2,Tue,2016-09-27,20:45,FC Copenhagendk,4–0,beClub Brugge,"25,605",Telia Parken,Craig Thomson,Match Report,
2016-2017,Group stage,2,Tue,2016-09-27,20:45,Dortmundde,2–2,esReal Madrid,"65,849",Signal Iduna Park,Mark Clattenburg,Match Report,
2016-2017,Group stage,2,Tue,2016-09-27,20:45,Dinamo Zagrebhr,0–4,itJuventus,"23,875",Stadion Maksimir,Jorge de Sousa,Match Report,
2016-2017,Group stage,2,Tue,2016-09-27,21:45,CSKA Moscowru,0–1,engTottenham,"26,153",VEB Arena,Antonio Matéu Lahoz,Match Report,
2016-2017,Group stage,2,Wed,2016-09-28,19:45,Celticsct,3–3,engManchester City,"57,592",Celtic Park,Nicola Rizzoli,Match Report,
2016-2017,Group stage,2,Wed,2016-09-28,19:45,Arsenaleng,2–0,chBasel,"59,993",Emirates Stadium,Danny Makkelie,Match Report,
2016-2017,Group stage,2,Wed,2016-09-28,20:45,M'Gladbachde,1–2,esBarcelona,"46,283",Stadion im Borussia-Park,Damir Skomina,Match Report,
2016-2017,Group stage,2,Wed,2016-09-28,20:45,Napoliit,4–2,ptBenfica,"41,281",Stadio San Paolo,Felix Brych,Match Report,
2016-2017,Group stage,2,Wed,2016-09-28,20:45,Atlético Madrides,1–0,deBayern Munich,"48,242",Estadio Vicente Calderón,Szymon Marciniak,Match Report,
2016-2017,Group stage,2,Wed,2016-09-28,21:45,Beşiktaştr,1–1,uaDynamo Kyiv,"33,938",Vodafone Arena,Felix Zwayer,Match Report,
2016-2017,Group stage,2,Wed,2016-09-28,21:45,Rostovru,2–2,nlPSV Eindhoven,"12,646",Stadion Olimp 2,Clément Turpin,Match Report,
2016-2017,Group stage,2,Wed,2016-09-28,21:45,Ludogoretsbg,1–3,frParis S-G,"17,155",Stadion Vasil Levski,Pavel Královec,Match Report,
2016-2017,,,,,,,,,,,,,
2016-2017,Group stage,3,Tue,2016-10-18,19:45,Sporting CPpt,1–2,deDortmund,"46,609",Estádio José Alvalade,Damir Skomina,Match Report,
2016-2017,Group stage,3,Tue,2016-10-18,19:45,Leicester Cityeng,1–0,dkFC Copenhagen,"31,037",King Power Stadium,Nicola Rizzoli,Match Report,
2016-2017,Group stage,3,Tue,2016-10-18,20:45,Lyonfr,0–1,itJuventus,"53,907",Groupama Stadium,Szymon Marciniak,Match Report,
2016-2017,Group stage,3,Tue,2016-10-18,20:45,Leverkusende,0–0,engTottenham,"28,887",BayArena,Cüneyt Çakιr,Match Report,
2016-2017,Group stage,3,Tue,2016-10-18,20:45,Club Bruggebe,1–2,ptPorto,"23,372",Jan Breydelstadion,Paolo Tagliavento,Match Report,
2016-2017,Group stage,3,Tue,2016-10-18,20:45,Real Madrides,5–1,plLegia Warsaw,"70,251",Estadio Santiago Bernabéu,Ruddy Buquet,Match Report,
2016-2017,Group stage,3,Tue,2016-10-18,20:45,Dinamo Zagrebhr,0–1,esSevilla,"6,021",Stadion Maksimir,Michael Oliver,Match Report,
2016-2017,Group stage,3,Tue,2016-10-18,21:45,CSKA Moscowru,1–1,frMonaco,"24,125",VEB Arena,Martin Strömbergsson,Match Report,
2016-2017,Group stage,3,Wed,2016-10-19,19:45,Celticsct,0–2,deM'Gladbach,"57,814",Celtic Park,Tasos Sidiropoulos,Match Report,
2016-2017,Group stage,3,Wed,2016-10-19,19:45,Arsenaleng,6–0,bgLudogorets,"59,944",Emirates Stadium,Artur Soares Dias,Match Report,
2016-2017,Group stage,3,Wed,2016-10-19,20:45,Paris S-Gfr,3–0,chBasel,"46,488",Parc des Princes,Deniz Aytekin,Match Report,
2016-2017,Group stage,3,Wed,2016-10-19,20:45,Barcelonaes,4–0,engManchester City,"96,290",Camp Nou,Milorad Mažić,Match Report,
2016-2017,Group stage,3,Wed,2016-10-19,20:45,Bayern Munichde,4–1,nlPSV Eindhoven,"70,000",Allianz Arena,William Collum,Match Report,
2016-2017,Group stage,3,Wed,2016-10-19,20:45,Napoliit,2–3,trBeşiktaş,"28,502",Stadio San Paolo,Sergey Karasev,Match Report,
2016-2017,Group stage,3,Wed,2016-10-19,21:45,Dynamo Kyivua,0–2,ptBenfica,"25,991",NSK Olimpijs'kyj,David Fernández,Match Report,
2016-2017,Group stage,3,Wed,2016-10-19,21:45,Rostovru,0–1,esAtlético Madrid,"15,400",Stadion Olimp 2,Daniele Orsato,Match Report,
2016-2017,,,,,,,,,,,,,
2016-2017,Group stage,4,Tue,2016-11-01,19:45,Manchester Cityeng,3–1,esBarcelona,"53,340",Etihad Stadium,Viktor Kassai,Match Report,
2016-2017,Group stage,4,Tue,2016-11-01,19:45,Benficapt,1–0,uaDynamo Kyiv,"51,641",Estádio do Sport Lisboa e Benfica,Clément Turpin,Match Report,
2016-2017,Group stage,4,Tue,2016-11-01,20:45,PSV Eindhovennl,1–2,deBayern Munich,"35,000",Philips Stadion,Gianluca Rocchi,Match Report,
2016-2017,Group stage,4,Tue,2016-11-01,20:45,Baselch,1–2,frParis S-G,"34,639",St. Jakob-Park,Ovidiu Hațegan,Match Report,
2016-2017,Group stage,4,Tue,2016-11-01,20:45,Atlético Madrides,2–1,ruRostov,"40,392",Estadio Vicente Calderón,Craig Thomson,Match Report,
2016-2017,Group stage,4,Tue,2016-11-01,20:45,Beşiktaştr,1–1,itNapoli,"35,552",Vodafone Arena,Mark Clattenburg,Match Report,
2016-2017,Group stage,4,Tue,2016-11-01,20:45,M'Gladbachde,1–1,sctCeltic,"46,283",Stadion im Borussia-Park,Jorge de Sousa,Match Report,
2016-2017,Group stage,4,Tue,2016-11-01,21:45,Ludogoretsbg,2–3,engArsenal,"30,862",Stadion Vasil Levski,Bas Nijhuis,Match Report,
2016-2017,Group stage,4,Wed,2016-11-02,19:45,Portopt,1–0,beClub Brugge,"32,310",Estádio Do Dragão,Alberto Undiano,Match Report,
2016-2017,Group stage,4,Wed,2016-11-02,19:45,Tottenhameng,0–1,deLeverkusen,"85,512",Wembley Stadium,Jonas Eriksson,Match Report,
2016-2017,Group stage,4,Wed,2016-11-02,20:45,Legia Warsawpl,3–3,esReal Madrid,,Stadion Miejski Legii Warszawa im. Marsz...,Pavel Královec,Match Report,
2016-2017,Group stage,4,Wed,2016-11-02,20:45,FC Copenhagendk,0–0,engLeicester City,"34,146",Telia Parken,Felix Brych,Match Report,
2016-2017,Group stage,4,Wed,2016-11-02,20:45,Juventusit,1–1,frLyon,"40,356",Allianz Stadium,Björn Kuipers,Match Report,
2016-2017,Group stage,4,Wed,2016-11-02,20:45,Monacofr,3–0,ruCSKA Moscow,"10,029",Stade Louis II.,Matej Jug,Match Report,
2016-2017,Group stage,4,Wed,2016-11-02,20:45,Sevillaes,4–0,hrDinamo Zagreb,"35,215",Estadio Ramón Sánchez Pizjuán,Felix Zwayer,Match Report,
2016-2017,Group stage,4,Wed,2016-11-02,20:45,Dortmundde,1–0,ptSporting CP,"65,849",Signal Iduna Park,Danny Makkelie,Match Report,
2016-2017,,,,,,,,,,,,,
2016-2017,Group stage,5,Tue,2016-11-22,19:45,Sporting CPpt,1–2,esReal Madrid,"50,046",Estádio José Alvalade,William Collum,Match Report,
2016-2017,Group stage,5,Tue,2016-11-22,19:45,Leicester Cityeng,2–1,beClub Brugge,"31,443",King Power Stadium,Ruddy Buquet,Match Report,
2016-2017,Group stage,5,Tue,2016-11-22,20:00,CSKA Moscowru,1–1,deLeverkusen,"19,164",VEB Arena,Alberto Undiano,Match Report,
2016-2017,Group stage,5,Tue,2016-11-22,20:45,Dortmundde,8–4,plLegia Warsaw,"55,094",Signal Iduna Park,Martin Strömbergsson,Match Report,
2016-2017,Group stage,5,Tue,2016-11-22,20:45,Monacofr,2–1,engTottenham,"13,100",Stade Louis II.,Björn Kuipers,Match Report,
2016-2017,Group stage,5,Tue,2016-11-22,20:45,FC Copenhagendk,0–0,ptPorto,"32,036",Telia Parken,Milorad Mažić,Match Report,
2016-2017,Group stage,5,Tue,2016-11-22,20:45,Sevillaes,1–3,itJuventus,"38,942",Estadio Ramón Sánchez Pizjuán,Mark Clattenburg,Match Report,
2016-2017,Group stage,5,Tue,2016-11-22,20:45,Dinamo Zagrebhr,0–1,frLyon,"7,834",Stadion Maksimir,Pavel Královec,Match Report,
2016-2017,Group stage,5,Wed,2016-11-23,19:45,Arsenaleng,2–2,frParis S-G,"59,628",Emirates Stadium,Felix Brych,Match Report,
2016-2017,Group stage,5,Wed,2016-11-23,19:45,Celticsct,0–2,esBarcelona,"57,937",Celtic Park,Daniele Orsato,Match Report,
2016-2017,Group stage,5,Wed,2016-11-23,20:00,Rostovru,3–2,deBayern Munich,"15,211",Stadion Olimp 2,Artur Soares Dias,Match Report,
2016-2017,Group stage,5,Wed,2016-11-23,20:45,M'Gladbachde,1–1,engManchester City,"45,921",Stadion im Borussia-Park,Cüneyt Çakιr,Match Report,
2016-2017,Group stage,5,Wed,2016-11-23,20:45,Atlético Madrides,2–0,nlPSV Eindhoven,"37,891",Estadio Vicente Calderón,Aliaksei Kulbakov,Match Report,
2016-2017,Group stage,5,Wed,2016-11-23,20:45,Napoliit,0–0,uaDynamo Kyiv,"33,736",Stadio San Paolo,Ovidiu Hațegan,Match Report,
2016-2017,Group stage,5,Wed,2016-11-23,20:45,Beşiktaştr,3–3,ptBenfica,"36,063",Vodafone Arena,Damir Skomina,Match Report,
2016-2017,Group stage,5,Wed,2016-11-23,21:45,Ludogoretsbg,0–0,chBasel,"20,821",Stadion Vasil Levski,Martin Atkinson,Match Report,
2016-2017,,,,,,,,,,,,,
2016-2017,Group stage,6,Tue,2016-12-06,19:45,Manchester Cityeng,1–1,sctCeltic,"51,297",Etihad Stadium,Slavko Vinčić,Match Report,
2016-2017,Group stage,6,Tue,2016-12-06,19:45,Benficapt,1–2,itNapoli,"55,634",Estádio do Sport Lisboa e Benfica,Antonio Matéu Lahoz,Match Report,
2016-2017,Group stage,6,Tue,2016-12-06,20:45,Baselch,1–4,engArsenal,"36,000",St. Jakob-Park,Jorge de Sousa,Match Report,
2016-2017,Group stage,6,Tue,2016-12-06,20:45,Paris S-Gfr,2–2,bgLudogorets,"42,650",Parc des Princes,Tasos Sidiropoulos,Match Report,
2016-2017,Group stage,6,Tue,2016-12-06,20:45,Barcelonaes,4–0,deM'Gladbach,"67,157",Camp Nou,Sergey Karasev,Match Report,
2016-2017,Group stage,6,Tue,2016-12-06,20:45,PSV Eindhovennl,0–0,ruRostov,"33,400",Philips Stadion,Deniz Aytekin,Match Report,
2016-2017,Group stage,6,Tue,2016-12-06,20:45,Bayern Munichde,1–0,esAtlético Madrid,"70,000",Allianz Arena,Clément Turpin,Match Report,
2016-2017,Group stage,6,Tue,2016-12-06,21:45,Dynamo Kyivua,6–0,trBeşiktaş,"14,036",NSK Olimpijs'kyj,Craig Thomson,Match Report,
2016-2017,Group stage,6,Wed,2016-12-07,19:45,Tottenhameng,3–1,ruCSKA Moscow,"62,034",Wembley Stadium,Nicola Rizzoli,Match Report,
2016-2017,Group stage,6,Wed,2016-12-07,19:45,Portopt,5–0,engLeicester City,"39,310",Estádio Do Dragão,Felix Zwayer,Match Report,
2016-2017,Group stage,6,Wed,2016-12-07,20:45,Legia Warsawpl,1–0,ptSporting CP,"28,232",Stadion Miejski Legii Warszawa im. Marsz...,Gianluca Rocchi,Match Report,
2016-2017,Group stage,6,Wed,2016-12-07,20:45,Lyonfr,0–0,esSevilla,"52,423",Groupama Stadium,Jonas Eriksson,Match Report,
